0,0	-0,58386
0,5	-0,58522
1,0	-0,58566
1,5	-0,58422
2,0	-0,58404
2,5	-0,58394
3,0	-0,58406
3,5	-0,58636
4,0	-0,58468
4,5	-0,58444
5,0	-0,58714
5,5	-0,58404
6,0	-0,58552
6,5	-0,58588
7,0	-0,58550
7,5	-0,58426
8,0	-0,58238
8,5	-0,58068
9,0	-0,58212
9,5	-0,58392
10,0	-0,58336
10,5	-0,58188
11,0	-0,58126
11,5	-0,58146
12,0	-0,58140
12,5	-0,58228
13,0	-0,58136
13,5	-0,58158
14,0	-0,58242
14,5	-0,58136
15,0	-0,58156
15,5	-0,58372
16,0	-0,58262
16,5	-0,58078
17,0	-0,58020
17,5	-0,57920
18,0	-0,58172
18,5	-0,58066
19,0	-0,58068
19,5	-0,58206
20,0	-0,57968
20,5	-0,57918
21,0	-0,58068
21,5	-0,58088
22,0	-0,58054
22,5	-0,58068
23,0	-0,57986
23,5	-0,57762
24,0	-0,57866
24,5	-0,57968
25,0	-0,58012
25,5	-0,58298
26,0	-0,58304
26,5	-0,58236
27,0	-0,58258
27,5	-0,58108
28,0	-0,58148
28,5	-0,58224
29,0	-0,58170
29,5	-0,57994
30,0	-0,57948
30,5	-0,58010
31,0	-0,58334
31,5	-0,58410
32,0	-0,58262
32,5	-0,58330
33,0	-0,58584
33,5	-0,58546
34,0	-0,58554
34,5	-0,58566
35,0	-0,58444
35,5	-0,58462
36,0	-0,58486
36,5	-0,58302
37,0	-0,58558
37,5	-0,58714
38,0	-0,58716
38,5	-0,58556
39,0	-0,58484
39,5	-0,58180
40,0	-0,58304
40,5	-0,58530
41,0	-0,58614
41,5	-0,58254
42,0	-0,58170
42,5	-0,58128
43,0	-0,58328
43,5	-0,58228
44,0	-0,58040
44,5	-0,58084
45,0	-0,58108
45,5	-0,58244
46,0	-0,58406
46,5	-0,58452
47,0	-0,58322
47,5	-0,58112
48,0	-0,57974
48,5	-0,58020
49,0	-0,57768
49,5	-0,58034
50,0	-0,58328
50,5	-0,58408
51,0	-0,58212
51,5	-0,58190
52,0	-0,58274
